id,address_state,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment
623243,OH,INDIVIDUAL,7 years,Ohio Army National Guard,B,RENT,2021-12-10,2021-11-13,2021-05-12,Fully Paid,2021-06-12,798749,Debt consolidation,B2,36,Not Verified,30000.0,0.2008,319.17,0.0925,10000,10,11002
764338,MA,INDIVIDUAL,7 years,"The McLaughlin Brothers, P.C.",B,MORTGAGE,2021-06-11,2021-05-16,2021-06-14,Fully Paid,2021-07-14,965048,Debt consolidation,B5,36,Verified,180000.0,0.1115,464.94,0.1199,14000,24,16738
1038518,IL,INDIVIDUAL,10+ years,,B,MORTGAGE,2021-12-11,2021-05-16,2021-05-16,Current,2021-06-16,1268441,house,B3,60,Verified,60000.0,0.1338,552.46,0.1171,25000,26,29297
626116,TX,INDIVIDUAL,1 year,State of Texas,E,MORTGAGE,2021-12-10,2021-03-12,2021-10-11,Charged Off,2021-11-11,802329,Debt consolidation,E2,60,Source Verified,35000.0,0.1454,146.94,0.1632,6000,19,1708
405559,MI,INDIVIDUAL,5 years,federal mogul,B,MORTGAGE,2021-06-09,2021-04-11,2021-04-11,Fully Paid,2021-05-11,453419,Debt consolidation,B2,36,Verified,65004.0,0.0441,558.68,0.1126,17000,10,19515
125897,VA,INDIVIDUAL,2 years,Digiprotech Learning Systems,C,MORTGAGE,2021-09-07,2021-11-15,2021-08-08,Fully Paid,2021-09-08,124159,credit card,C4,36,Not Verified,88000.0,0.18,217.6,0.1122,6625,24,7174
805588,NJ,INDIVIDUAL,1 year,7-Eleven,A,RENT,2021-07-11,2021-08-15,2021-03-14,Fully Paid,2021-04-14,1011648,Debt consolidation,A3,36,Not Verified,69000.0,0.032,61.75,0.0699,2000,20,2219
490232,NY,INDIVIDUAL,8 years,Atlantic Express Corp,B,OWN,2021-03-10,2021-03-13,2021-03-13,Fully Paid,2021-04-13,625897,Debt consolidation,B3,36,Not Verified,54000.0,0.1389,162.8,0.1062,5000,24,5862
769037,NV,INDIVIDUAL,1 year,Tao,F,RENT,2021-05-11,2021-03-16,2021-10-12,Fully Paid,2021-11-12,970455,other,F4,36,Not Verified,39000.0,0.0369,189.31,0.2136,5000,6,6191
642763,FL,INDIVIDUAL,< 1 year,School District of Lee County,A,RENT,2021-01-11,2021-07-14,2021-01-14,Fully Paid,2021-02-14,822664,major purchase,A2,36,Not Verified,38000.0,0.0524,32.61,0.0579,1075,14,1174
641704,GA,INDIVIDUAL,4 years,Joiner Management,B,MORTGAGE,2021-01-11,2021-01-14,2021-01-14,Fully Paid,2021-02-14,821415,Debt consolidation,B1,36,Source Verified,50000.0,0.0732,163.49,0.0888,5150,14,5886
1022862,FL,INDIVIDUAL,10+ years,Polk County School Board,D,MORTGAGE,2021-12-11,2021-05-16,2021-05-16,Current,2021-06-16,1251674,Debt consolidation,D5,60,Verified,46520.88,0.0991,638.25,0.1825,25000,20,33800
376088,NJ,INDIVIDUAL,7 years,ibew local 351,C,RENT,2021-02-09,2021-02-12,2021-02-12,Fully Paid,2021-03-12,398883,Debt consolidation,C5,36,Source Verified,50000.0,0.037,477.06,0.1379,14000,16,17174
653437,NJ,INDIVIDUAL,2 years,Social Security Administration,B,RENT,2021-01-11,2021-05-16,2021-01-14,Fully Paid,2021-02-14,835637,Debt consolidation,B2,36,Verified,92259.0,0.1448,371.08,0.1,11500,23,13316
555005,TX,INDIVIDUAL,5 years,Rackspace,B,RENT,2021-07-10,2021-12-12,2021-12-12,Fully Paid,2022-01-12,714828,major purchase,B2,36,Source Verified,52000.0,0.1193,619.79,0.1075,19000,11,22029
803991,AZ,INDIVIDUAL,< 1 year,Sushi Roku,C,RENT,2021-07-11,2021-07-14,2021-07-14,Fully Paid,2021-08-14,1009810,moving,C5,36,Source Verified,33000.0,0.1367,208.67,0.1523,6000,3,7512
379436,OH,INDIVIDUAL,1 year,Marietta Memorial Hospital,B,MORTGAGE,2021-02-09,2021-02-12,2021-03-12,Fully Paid,2021-04-12,405836,Debt consolidation,B5,36,Verified,61776.0,0.2059,399.78,0.1221,12000,21,14392
613286,MA,INDIVIDUAL,2 years,Six Flags New England,B,RENT,2021-11-10,2021-05-16,2021-12-13,Fully Paid,2022-01-13,786317,Debt consolidation,B5,36,Not Verified,56004.0,0.1399,350.32,0.1036,10800,15,12612
892290,MA,INDIVIDUAL,10+ years,Massport,B,MORTGAGE,2021-10-11,2021-11-15,2021-11-15,Fully Paid,2021-12-15,1109228,Debt consolidation,B4,60,Verified,115000.0,0.1804,574.91,0.1242,25600,47,34125
552349,TX,INDIVIDUAL,3 years,Chep,D,MORTGAGE,2021-07-10,2021-01-16,2021-03-12,Fully Paid,2021-04-12,711751,home improvement,D4,60,Verified,115000.0,0.107,233.2,0.1595,9600,25,11765
1055994,FL,INDIVIDUAL,8 years,Citi Cards,C,RENT,2021-12-11,2021-04-16,2021-01-14,Charged Off,2021-02-14,1287564,credit card,C5,60,Source Verified,37000.0,0.2014,364.46,0.1596,15000,30,9112
737717,MO,INDIVIDUAL,10+ years,Forest Park/St. Alexius,C,MORTGAGE,2021-04-11,2021-12-11,2021-12-11,Fully Paid,2022-01-11,934950,Debt consolidation,C2,60,Not Verified,38400.0,0.0831,182.28,0.1306,8000,28,8609
1041781,CA,INDIVIDUAL,5 years,Zurich North America,A,RENT,2021-11-11,2021-05-16,2021-12-14,Fully Paid,2022-01-14,1271816,Debt consolidation,A4,36,Not Verified,80000.0,0.1521,250.33,0.079,8000,23,9012
626538,FL,INDIVIDUAL,6 years,citation air,A,RENT,2021-12-10,2021-07-14,2021-12-12,Fully Paid,2022-01-12,802884,small business,A4,36,Verified,72000.0,0.0617,290.58,0.0654,15000,10,10255
504078,OH,INDIVIDUAL,6 years,DELTA Electrical Contractors,E,MORTGAGE,2021-04-10,2021-05-16,2021-05-13,Fully Paid,2021-06-13,648925,Debt consolidation,E1,36,Source Verified,100000.0,0.1112,566.04,0.1645,16000,53,20379
654813,OR,INDIVIDUAL,< 1 year,Denture Masters,C,RENT,2021-01-11,2021-10-14,2021-10-14,Fully Paid,2021-11-14,837391,moving,C3,60,Not Verified,18720.0,0.0769,91.9,0.1343,4000,11,5391
965258,PA,INDIVIDUAL,8 years,READINGTON FARMS,E,MORTGAGE,2021-10-11,2021-05-16,2021-05-16,Current,2021-06-16,1169270,Debt consolidation,E5,60,Verified,74000.0,0.1905,933.14,0.203,35000,21,51264
427070,NY,INDIVIDUAL,10+ years,FEGS Health and Human Services System,B,OTHER,2021-07-09,2021-05-16,2021-06-11,Charged Off,2021-07-11,504474,Debt consolidation,B2,36,Not Verified,66516.0,0.1093,591.54,0.1126,18000,21,14577
574811,IL,INDIVIDUAL,10+ years,Belt Railway,D,MORTGAGE,2021-09-10,2021-05-16,2021-02-12,Charged Off,2021-03-12,739443,home improvement,D2,60,Source Verified,72000.0,0.014,215.11,0.1521,9000,15,2639
452143,CA,INDIVIDUAL,10+ years,In-Home Supportive Services,C,RENT,2021-11-09,2021-11-10,2021-06-10,Charged Off,2021-07-10,557760,other,C1,36,Not Verified,24000.0,0.108,437.24,0.1287,13000,13,3548
779618,FL,INDIVIDUAL,10+ years,martin county schools,C,MORTGAGE,2021-07-11,2021-07-12,2021-07-12,Fully Paid,2021-08-12,982369,Debt consolidation,C4,36,Source Verified,40000.0,0.1032,207.38,0.1479,6000,19,6774
477433,VA,INDIVIDUAL,4 years,Battelle Memorial Institute,C,MORTGAGE,2021-01-10,2021-05-16,2021-12-12,Fully Paid,2022-01-12,605588,home improvement,C4,36,Not Verified,124000.0,0.1117,648.61,0.1392,19000,25,23246
1022409,VA,INDIVIDUAL,7 years,SWIFT,E,MORTGAGE,2021-11-11,2021-11-14,2021-12-14,Fully Paid,2022-01-14,1251197,home improvement,E3,36,Verified,82000.0,0.2005,294.95,0.1942,8000,27,10618
474330,IL,INDIVIDUAL,1 year,DISA CONUS,D,RENT,2021-01-10,2021-05-15,2021-12-10,Fully Paid,2022-01-10,599964,Debt consolidation,D1,36,Not Verified,45000.0,0.1667,206.86,0.1461,6000,20,6711
970232,NJ,INDIVIDUAL,1 year,Haddonfield Friends School,E,RENT,2021-10-11,2021-09-15,2021-09-15,Fully Paid,2021-10-15,1191477,Debt consolidation,E1,60,Verified,39996.0,0.2364,360.41,0.1864,14000,18,21158
734308,IL,INDIVIDUAL,1 year,Prairie Family Therapy,B,RENT,2021-04-11,2021-02-16,2021-02-16,Fully Paid,2021-03-16,930813,Debt consolidation,B5,60,Not Verified,30000.0,0.2704,173.29,0.1111,7950,42,10391
1066639,AZ,INDIVIDUAL,< 1 year,RMS/iQor,C,OWN,2021-12-11,2021-12-15,2021-01-15,Fully Paid,2021-02-15,1300831,Debt consolidation,C1,36,Source Verified,25000.0,0.0845,251.09,0.1349,7400,13,9039
862210,KY,INDIVIDUAL,6 years,Siemens Building Industries,B,MORTGAGE,2021-08-11,2021-12-15,2021-09-14,Fully Paid,2021-10-14,1075246,other,B3,36,Not Verified,52000.0,0.1881,108.03,0.1099,3300,21,3889
744414,AR,INDIVIDUAL,8 years,SOUTH ARKANSAS BUSINESS SOLUTIONS,C,MORTGAGE,2021-05-11,2021-05-16,2021-08-15,Fully Paid,2021-09-15,942889,home improvement,C4,60,Not Verified,38480.0,0.2364,142.08,0.1479,6000,37,8464
459642,IL,INDIVIDUAL,< 1 year,MICROWAY SYSTEMS,C,OWN,2021-11-09,2021-08-13,2021-11-12,Fully Paid,2021-12-12,573075,Debt consolidation,C1,36,Not Verified,28500.0,0.1229,161.44,0.1287,4800,7,5840
1040121,AZ,INDIVIDUAL,2 years,Sanctuary Resort & Spa,B,RENT,2021-11-11,2021-05-16,2021-12-14,Fully Paid,2022-01-14,1270094,credit card,B3,36,Not Verified,60000.0,0.1216,330.76,0.1171,10000,20,11907
659800,CA,INDIVIDUAL,3 years,"Sarrail, Castillo & Hall, LLP",B,MORTGAGE,2021-01-11,2021-02-14,2021-01-14,Fully Paid,2021-02-14,843871,credit card,B2,36,Verified,150000.0,0.1025,242.01,0.1,7500,24,8672
773833,PA,INDIVIDUAL,7 years,Lehigh Magnetic Imaging Center,A,MORTGAGE,2021-06-11,2021-05-16,2021-06-14,Fully Paid,2021-07-14,975917,credit card,A4,36,Not Verified,69000.0,0.1544,298.58,0.0749,9600,42,10749
413920,OR,INDIVIDUAL,10+ years,Kaiser Sunnyside Hospital,B,MORTGAGE,2021-06-09,2021-08-10,2021-08-10,Fully Paid,2021-09-10,467689,credit card,B4,36,Verified,45000.0,0.1373,143.44,0.1189,4325,13,4831
480257,MO,INDIVIDUAL,10+ years,walgreens,D,MORTGAGE,2021-01-10,2021-05-16,2021-02-12,Fully Paid,2021-03-12,610398,Debt consolidation,D3,36,Not Verified,100000.0,0.2048,417.94,0.1533,12000,36,14653
384946,TX,INDIVIDUAL,2 years,"Bee Creek Communications, Inc",C,OWN,2021-03-09,2021-07-14,2021-08-11,Fully Paid,2021-09-11,416383,other,C2,36,Not Verified,42000.0,0.1529,201.71,0.1284,6000,16,7187
535463,GA,INDIVIDUAL,< 1 year,Equifax,E,OWN,2021-06-10,2021-04-11,2021-04-11,Fully Paid,2021-05-11,691895,Debt consolidation,E1,60,Source Verified,62004.0,0.1988,368.37,0.1645,15000,19,16768
594446,NJ,INDIVIDUAL,< 1 year,Avista Healthcare,B,RENT,2021-10-10,2021-12-14,2021-06-14,Charged Off,2021-07-14,763329,other,B2,60,Source Verified,20796.0,0.1212,83.23,0.1075,3850,26,3704
1053004,MO,INDIVIDUAL,< 1 year,Washington University St Louis,A,MORTGAGE,2021-12-11,2021-05-13,2021-04-13,Fully Paid,2021-05-13,1284580,Debt consolidation,A3,36,Source Verified,50000.0,0.0444,280.0,0.0751,9000,15,9557
666334,FL,INDIVIDUAL,10+ years,CHAPP INC,D,MORTGAGE,2021-02-11,2021-06-15,2021-05-15,Fully Paid,2021-06-15,851922,other,D4,60,Source Verified,94092.0,0.0775,361.99,0.1565,15000,16,21538
688914,CA,INDIVIDUAL,9 years,Solano Community College,A,MORTGAGE,2021-03-11,2021-03-14,2021-03-14,Fully Paid,2021-04-14,879102,home improvement,A1,36,Not Verified,175000.0,0.0849,301.6,0.0542,10000,33,10858
753519,MN,INDIVIDUAL,2 years,Divine House Inc.,C,OWN,2021-05-11,2021-01-12,2021-08-11,Charged Off,2021-09-11,953207,Debt consolidation,C1,36,Not Verified,38000.0,0.2451,168.45,0.1299,5000,26,1070
768643,WI,INDIVIDUAL,3 years,Diversified Tooling Innovations,B,MORTGAGE,2021-05-11,2021-04-16,2021-04-16,Fully Paid,2021-05-16,969968,car,B3,60,Source Verified,24720.0,0.0,65.22,0.1099,3000,24,3912
829429,CA,INDIVIDUAL,10+ years,walmart stores inc,C,RENT,2021-07-11,2021-07-12,2021-03-12,Charged Off,2021-04-12,1038532,other,C1,36,Verified,38000.0,0.0729,202.14,0.1299,6000,7,1502
359757,MD,INDIVIDUAL,2 years,Stanley Associates,E,MORTGAGE,2021-10-08,2021-11-11,2021-11-11,Fully Paid,2021-12-11,367169,small business,E3,36,Not Verified,49000.0,0.1239,698.91,0.1557,20000,38,25160
939787,NY,INDIVIDUAL,10+ years,NYC Housing Authority,C,MORTGAGE,2021-10-11,2021-09-15,2021-10-14,Fully Paid,2021-11-14,1160538,Debt consolidation,C2,36,Not Verified,70000.0,0.1646,205.86,0.1427,6000,16,7411
771034,IL,INDIVIDUAL,10+ years,ITW - Signode,C,OWN,2021-06-11,2021-11-15,2021-11-15,Fully Paid,2021-12-15,972769,other,C1,60,Verified,137004.0,0.2938,361.7,0.1299,25000,38,21573
355954,GA,INDIVIDUAL,3 years,Trc Staffing,B,RENT,2021-09-08,2021-09-12,2021-09-11,Fully Paid,2021-10-11,360932,car,B3,36,Not Verified,22000.0,0.09,64.85,0.1033,3000,15,2334
1061776,WY,INDIVIDUAL,1 year,Western Wyoming Community College,B,MORTGAGE,2021-12-11,2021-04-15,2021-12-14,Fully Paid,2022-01-14,1293397,other,B2,36,Verified,54000.0,0.1227,898.21,0.1065,27575,16,32335
614506,OH,INDIVIDUAL,1 year,Genesis Health Care System,G,MORTGAGE,2021-11-10,2021-05-16,2021-11-12,Charged Off,2021-12-12,787978,Debt consolidation,G1,60,Verified,55800.0,0.1692,394.58,0.1966,15000,13,8680
1024656,DE,INDIVIDUAL,10+ years,Lake Forest School District,A,MORTGAGE,2021-11-11,2021-07-13,2021-08-13,Fully Paid,2021-09-13,1253768,Debt consolidation,A2,36,Verified,150000.0,0.0942,429.86,0.0662,14000,36,15163
639772,NC,INDIVIDUAL,2 years,NCO Financial System,A,MORTGAGE,2021-12-10,2021-07-13,2021-03-13,Charged Off,2021-04-13,819028,Debt consolidation,A4,36,Source Verified,43200.0,0.2058,306.68,0.0654,10000,17,7856
1037805,CA,INDIVIDUAL,< 1 year,"H&T Seafood Inc,",B,OWN,2021-11-11,2021-01-16,2021-05-14,Fully Paid,2021-06-14,1267498,Debt consolidation,B4,36,Not Verified,24000.0,0.1765,237.25,0.1242,7100,15,8474
455737,VA,INDIVIDUAL,3 years,U.S. Bureau of Economic Analysis,C,RENT,2021-11-09,2021-11-12,2021-11-12,Fully Paid,2021-12-12,511310,credit card,C5,36,Not Verified,60000.0,0.1628,411.67,0.1426,12000,8,14821
761722,VA,INDIVIDUAL,1 year,KPMG,E,RENT,2021-05-11,2021-02-13,2021-01-13,Fully Paid,2021-02-13,962197,major purchase,E1,60,Verified,63000.0,0.0217,152.33,0.1799,6000,7,7369
823233,AL,INDIVIDUAL,6 years,"Midlothian Labs a division of Metrics, I",C,MORTGAGE,2021-07-11,2021-06-15,2021-06-15,Fully Paid,2021-07-15,1031784,home improvement,C3,60,Verified,61000.0,0.2083,511.79,0.1399,22000,20,30151
268502,CA,INDIVIDUAL,6 years,CMJ Classic Homes Inc,D,RENT,2021-03-08,2021-05-16,2021-10-08,Charged Off,2021-11-08,268489,Debt consolidation,D2,36,Not Verified,80700.0,0.1508,807.74,0.1292,24000,30,5653
829462,VA,INDIVIDUAL,5 years,portfolio recovery,A,MORTGAGE,2021-08-11,2021-06-13,2021-06-13,Fully Paid,2021-07-13,1038567,home improvement,A2,36,Source Verified,80000.0,0.1163,365.01,0.0599,12000,17,12954
566428,WA,INDIVIDUAL,2 years,Boeing Company,F,MORTGAGE,2021-08-10,2021-04-11,2021-11-10,Charged Off,2021-12-10,728618,credit card,F5,36,Verified,93600.0,0.1429,815.25,0.1979,22000,42,1626
597069,OR,INDIVIDUAL,10+ years,city of hillsboro,B,MORTGAGE,2021-10-10,2021-02-13,2021-02-13,Fully Paid,2021-03-13,766399,car,B1,60,Source Verified,99600.0,0.0904,122.18,0.1038,5700,37,6824
726300,FL,INDIVIDUAL,5 years,jerry leigh,B,RENT,2021-04-11,2021-11-11,2021-06-11,Charged Off,2021-07-11,921650,car,B3,36,Verified,27600.0,0.0174,324.42,0.1037,10000,10,762
690475,CA,INDIVIDUAL,4 years,Universal Protection Service,E,RENT,2021-03-11,2021-05-16,2021-03-16,Fully Paid,2021-04-16,880897,medical,E1,60,Not Verified,50000.0,0.1654,73.6,0.164,3000,11,4415
709807,NY,INDIVIDUAL,3 years,valu home centers,E,OWN,2021-03-11,2021-08-14,2021-02-14,Fully Paid,2021-03-14,902476,car,E1,60,Source Verified,12582.0,0.1049,121.43,0.164,4950,12,6771
759306,CA,INDIVIDUAL,10+ years,ABM Security Services,A,RENT,2021-05-11,2021-05-16,2021-09-12,Charged Off,2021-10-12,959539,Debt consolidation,A5,36,Not Verified,35000.0,0.096,347.2,0.0849,11000,13,4860
1056147,RI,INDIVIDUAL,5 years,Merrill Lynch,A,OWN,2021-12-11,2021-03-12,2021-03-12,Fully Paid,2021-04-12,1287922,other,A3,36,Not Verified,50000.0,0.0679,164.11,0.0751,5275,37,5372
867893,MD,INDIVIDUAL,1 year,Spectal Consultants,D,RENT,2021-09-11,2021-05-16,2021-12-12,Charged Off,2022-01-12,1081535,house,D3,60,Verified,85000.0,0.1491,351.49,0.1649,14300,21,5974
587430,VA,INDIVIDUAL,5 years,Bank of America,A,MORTGAGE,2021-11-10,2021-11-13,2021-11-13,Fully Paid,2021-12-13,754713,Debt consolidation,A2,36,Verified,80400.0,0.0949,285.08,0.0579,12000,43,10263
688200,NY,INDIVIDUAL,1 year,Goldman Sachs,E,RENT,2021-03-11,2021-09-15,2021-09-15,Fully Paid,2021-10-15,878315,Debt consolidation,E5,60,Source Verified,100000.0,0.1261,780.11,0.1788,30800,23,46483
786959,AZ,INDIVIDUAL,10+ years,MGA Healthcare,F,RENT,2021-06-11,2021-04-16,2021-08-14,Fully Paid,2021-09-14,990445,Debt consolidation,F1,60,Verified,200000.0,0.0445,189.77,0.2025,7125,20,10614
570056,CA,INDIVIDUAL,3 years,CBIZ Special Risk Insurance Services,C,RENT,2021-08-10,2021-09-13,2021-09-13,Fully Paid,2021-10-13,733348,credit card,C3,36,Verified,61000.0,0.0871,546.69,0.1398,16000,13,19683
385691,CA,INDIVIDUAL,1 year,Goodwill Industries of Orange County,E,OWN,2021-03-09,2021-04-13,2021-04-12,Fully Paid,2021-05-12,417478,medical,E2,36,Not Verified,35000.0,0.2345,123.06,0.16,3500,27,4430
546490,RI,INDIVIDUAL,2 years,Boston Common Band,A,RENT,2021-07-10,2021-07-13,2021-08-13,Fully Paid,2021-09-13,704705,Debt consolidation,A4,36,Not Verified,20000.0,0.1596,280.0,0.0751,9000,15,10080
499197,CA,INDIVIDUAL,5 years,Gold Medal Wine Club,C,RENT,2021-04-10,2021-05-16,2021-04-12,Fully Paid,2021-05-12,640602,credit card,C4,36,Not Verified,87000.0,0.1295,682.08,0.1385,20000,20,23972
508719,VA,INDIVIDUAL,5 years,"Samuel I White, P.C.",A,MORTGAGE,2021-05-10,2021-05-16,2021-05-13,Fully Paid,2021-06-13,656449,other,A4,36,Not Verified,70000.0,0.1644,140.0,0.0751,4500,35,5040
667702,VA,INDIVIDUAL,< 1 year,"Smith & Harroff, Inc.",B,RENT,2021-02-11,2021-11-15,2021-07-13,Fully Paid,2021-08-13,853589,Debt consolidation,B4,36,Source Verified,47000.0,0.0577,47.3,0.1074,1450,9,1685
785892,OR,INDIVIDUAL,< 1 year,Aerotek,B,RENT,2021-06-11,2021-04-16,2021-07-14,Fully Paid,2021-08-14,989242,Debt consolidation,B1,36,Source Verified,85248.0,0.0636,322.63,0.0999,10000,24,11614
494338,WI,INDIVIDUAL,4 years,WIPFLI LLP,A,RENT,2021-03-10,2021-05-16,2021-04-13,Fully Paid,2021-05-13,632817,Debt consolidation,A4,36,Not Verified,33078.0,0.1086,311.1,0.0751,10000,10,11200
840514,CA,INDIVIDUAL,4 years,Jerry's Deli,D,RENT,2021-08-11,2021-05-15,2021-05-14,Fully Paid,2021-06-14,1050903,small business,D5,36,Source Verified,42000.0,0.0791,233.34,0.1749,6500,12,8380
992463,TX,INDIVIDUAL,7 years,Energy Service Co.,B,MORTGAGE,2021-10-11,2021-01-15,2021-08-12,Fully Paid,2021-09-12,1216965,Debt consolidation,B2,36,Not Verified,95000.0,0.1907,325.74,0.1065,10000,14,10586
526783,FL,INDIVIDUAL,< 1 year,Sears Holdings Corporation,B,MORTGAGE,2021-06-10,2021-11-11,2021-10-11,Fully Paid,2021-11-11,681455,Debt consolidation,B2,36,Verified,60000.0,0.1366,391.45,0.1075,12000,39,13303
985882,RI,INDIVIDUAL,2 years,North Providence School Department,B,RENT,2021-10-11,2021-08-13,2021-07-13,Fully Paid,2021-08-13,1209774,small business,B3,60,Source Verified,40000.0,0.0486,148.06,0.1171,6700,10,7893
483697,TX,INDIVIDUAL,3 years,EAM Partners  L.P.,B,RENT,2021-02-10,2021-04-16,2021-02-13,Fully Paid,2021-03-13,615590,major purchase,B4,36,Not Verified,72000.0,0.1168,621.97,0.1099,19000,29,22392
682824,WA,INDIVIDUAL,10+ years,,E,MORTGAGE,2021-03-11,2021-03-16,2021-03-16,Fully Paid,2021-04-16,872073,small business,E2,60,Source Verified,96000.0,0.0739,865.52,0.1677,35000,14,51986
829076,MA,INDIVIDUAL,4 years,Meketa Investment Group,B,MORTGAGE,2021-07-11,2021-05-16,2021-10-15,Fully Paid,2021-11-15,1038158,other,B5,60,Verified,60000.0,0.0908,333.6,0.1199,15000,17,19853
656213,LA,INDIVIDUAL,6 years,Phelps Dunbar LLP,B,MORTGAGE,2021-01-11,2021-09-14,2021-09-14,Fully Paid,2021-10-14,839304,Debt consolidation,B5,60,Source Verified,101000.0,0.1372,261.57,0.1111,12000,43,15344
793621,MN,INDIVIDUAL,10+ years,Consolidated Container,B,RENT,2021-06-11,2021-08-15,2021-07-14,Fully Paid,2021-08-14,998145,car,B2,36,Source Verified,28800.0,0.21,162.73,0.1059,5000,7,5858
389965,MA,INDIVIDUAL,8 years,Applebee's,B,MORTGAGE,2021-10-09,2021-05-15,2021-03-12,Fully Paid,2021-04-12,395889,car,B4,36,Not Verified,62851.0,0.0903,399.6,0.1218,12000,22,14275
1063892,TX,INDIVIDUAL,2 years,"Fortress Analytics, Inc.",A,MORTGAGE,2021-12-11,2021-12-14,2021-12-14,Fully Paid,2022-01-14,1296470,Debt consolidation,A2,36,Not Verified,78000.0,0.0635,552.67,0.0662,18000,13,19896
630503,WV,INDIVIDUAL,7 years,Pratt & Whitney Engine Services,A,MORTGAGE,2021-12-10,2021-03-16,2021-01-13,Fully Paid,2021-02-13,807769,credit card,A1,36,Verified,43200.0,0.0619,331.76,0.0542,11000,25,11592
968398,CA,INDIVIDUAL,5 years,"Santa Rosa Symphony, Monterey Symphony",B,RENT,2021-10-11,2021-02-15,2021-10-14,Fully Paid,2021-11-14,1189360,major purchase,B5,36,Not Verified,48000.0,0.0225,75.48,0.1269,2250,5,2717
1028867,CO,INDIVIDUAL,10+ years,Eaton Corporation,E,MORTGAGE,2021-11-11,2021-01-15,2021-01-13,Charged Off,2021-02-13,1258221,Debt consolidation,E4,60,Verified,98000.0,0.0899,713.99,0.1991,27000,31,10608
847464,CA,INDIVIDUAL,10+ years,Natural Balance Pet Food,E,MORTGAGE,2021-08-11,2021-10-15,2021-03-15,Fully Paid,2021-04-15,1058955,other,E1,60,Verified,315000.0,0.0339,761.64,0.1799,30000,39,44219
1018119,MI,INDIVIDUAL,3 years,Pro-Weld Inc.,A,MORTGAGE,2021-11-11,2021-11-14,2021-12-14,Fully Paid,2022-01-14,1246545,other,A3,36,Not Verified,38000.0,0.1857,186.67,0.0751,6000,18,6720
713457,CA,INDIVIDUAL,3 years,RAC< LLC,A,RENT,2021-03-11,2021-05-16,2021-04-13,Fully Paid,2021-05-13,906686,credit card,A5,36,Source Verified,78000.0,0.2015,155.9,0.0766,5000,54,5537
856163,LA,INDIVIDUAL,10+ years,meaders kitchen equipment,B,OWN,2021-09-11,2021-01-15,2021-01-15,Fully Paid,2021-02-15,1068478,Debt consolidation,B2,60,Verified,48000.0,0.2143,407.62,0.1059,25000,49,23768
598187,CA,INDIVIDUAL,2 years,Glendora Digestive Disease Institute,A,MORTGAGE,2021-10-10,2021-07-13,2021-11-11,Fully Paid,2021-12-11,767768,other,A4,36,Not Verified,36000.0,0.0407,373.33,0.0751,12000,21,12775
1049279,OH,INDIVIDUAL,2 years,SUG,A,MORTGAGE,2021-12-11,2021-12-14,2021-12-14,Fully Paid,2022-01-14,1280492,Debt consolidation,A5,36,Verified,120000.0,0.1702,1111.37,0.089,35000,46,40009
312093,CA,INDIVIDUAL,2 years,County of Santa Cruz,E,RENT,2021-03-08,2021-05-16,2021-03-10,Fully Paid,2021-04-10,312055,Debt consolidation,E2,36,Verified,60000.0,0.2172,430.27,0.145,12500,18,15044
982991,AR,INDIVIDUAL,8 years,Dillard's Inc.,A,MORTGAGE,2021-10-11,2021-01-16,2021-08-12,Fully Paid,2021-09-12,1206005,Debt consolidation,A1,36,Not Verified,75000.0,0.1357,426.1,0.0603,14000,29,14622
359183,CA,INDIVIDUAL,10+ years,Stanford University,B,RENT,2021-11-08,2021-02-14,2021-11-11,Fully Paid,2021-12-11,366245,Debt consolidation,B3,36,Verified,60480.0,0.1601,489.88,0.1083,15000,16,17635
646411,CA,INDIVIDUAL,1 year,Emerson Process Management,B,RENT,2021-01-11,2021-11-13,2021-11-13,Fully Paid,2021-12-13,799671,credit card,B5,60,Verified,85000.0,0.1707,449.92,0.1036,21000,25,25643
451204,HI,INDIVIDUAL,1 year,,A,RENT,2021-10-09,2021-05-16,2021-03-10,Charged Off,2021-04-10,555696,Debt consolidation,A5,36,Not Verified,24000.0,0.2225,293.89,0.0894,9250,13,8175
1013155,CA,INDIVIDUAL,7 years,"Buckman-Mitchell, Inc.",A,MORTGAGE,2021-11-11,2021-12-13,2021-12-13,Fully Paid,2022-01-13,1240329,credit card,A1,36,Not Verified,62000.0,0.2261,188.71,0.0603,6200,41,6733
501421,CO,INDIVIDUAL,< 1 year,Comprehensive family care center,C,RENT,2021-04-10,2021-05-16,2021-08-10,Charged Off,2021-09-10,644458,other,C2,36,Verified,42000.0,0.0131,371.2,0.1311,11000,28,1481
1064585,FL,INDIVIDUAL,10+ years,"CDC Builders, Inc.",D,MORTGAGE,2021-12-11,2021-02-16,2021-01-16,Fully Paid,2021-02-16,1298397,Debt consolidation,D5,60,Source Verified,63000.0,0.1743,400.82,0.1825,15700,16,23723
1047552,NV,INDIVIDUAL,6 years,Mandalay Bay Resort & Casino,D,OWN,2021-12-11,2021-05-16,2021-11-12,Charged Off,2021-12-12,1278645,car,D3,60,Not Verified,38400.0,0.1028,196.86,0.1727,7875,16,2158
